name,sex,ID_card,phone_number,email,company,career,credit_card_number,credit_limit,application_date,address
谢桂英,M,210781194404171329,13461734282,ghao@yahoo.com,时空盒数字信息有限公司,氩弧焊工,4996354576462146,30876,2020-07-05 13:32:51,海南省倩市滨城惠州街s座 501715
孙峰,F,350581196405034384,13146056061,yufang@hotmail.com,南康传媒有限公司,经理助理/秘书,4819940910450410,83138,2020-07-02 03:28:06,广东省福州县高坪澳门路n座 262739
梁建华,M,43102519640410518X,18034889637,caojun@gmail.com,创汇科技有限公司,园艺/园林/景观设计,4802197802241454492,66412,2020-02-17 16:36:53,重庆市丽娟市江北范街A座 317721
李玉,F,370881194102134717,18285921601,sluo@hotmail.com,浦华众城科技有限公司,韩语/朝鲜语翻译,4122610203144481,20399,2020-05-09 08:38:37,河南省南昌县闵行宋路C座 574887
沈娟,M,340124195006237939,13442098095,guiying57@gmail.com,盟新传媒有限公司,救生员,340477455400258,75313,2020-03-08 06:36:43,宁夏回族自治区太原市滨城傅路p座 528258
王斌,F,220300200006221060,13487486338,leiduan@hotmail.com,飞海科技科技有限公司,砌筑工,2540230295785832,151790,2020-06-27 12:04:21,重庆市云县东城陈路D座 349575
艾琳,M,320102197205185542,18707214196,minhu@hotmail.com,菊风公司信息有限公司,演员/群众演员,3578806126968391,43089,2020-08-17 15:49:10,河北省海口县门头沟张路I座 165548
王建国,M,510304199611219128,15805463860,maxia@yahoo.com,昂歌信息信息有限公司,生产领班/组长,676386746215,30325,2020-02-11 08:24:15,贵州省玉英县梁平六安路V座 107454
梁洋,M,532922197005221369,15712866892,xiuyingxiang@gmail.com,华远软件信息有限公司,针织工,30400422895249,143257,2020-02-25 02:27:21,澳门特别行政区海门县南溪郭路w座 399096
邓婷,M,411600200208059682,15571323145,iqian@gmail.com,鑫博腾飞网络有限公司,水利/水电工程师,2260558582974539,191726,2020-07-01 21:24:02,新疆维吾尔自治区海口市沈河周路Z座 224284
宋小红,F,152524193706302710,18738708984,qiangxia@gmail.com,创亿科技有限公司,客运司机,371506055428525,100367,2019-10-19 17:11:42,海南省东莞市普陀蒋街v座 653681
陈艳,F,220200200004214961,15077771280,xiangli@hotmail.com,恩悌网络有限公司,房地产项目/策划主管/专员,676389523561,79846,2019-12-15 02:58:26,云南省兴城市沈北新章路l座 596306
李燕,F,310230195110069493,14572562542,sjiang@hotmail.com,MBP软件网络有限公司,项目经理,30580496317608,8892,2019-11-17 17:46:36,台湾省雪梅县沈河谷街H座 777154
周勇,M,420506200203226625,13606020817,daijun@gmail.com,双敏电子信息有限公司,氩弧焊工,4846285232932,68143,2020-06-20 19:30:31,西藏自治区冬梅市浔阳沈街D座 213411
毕华,M,140825200002298575,15260947757,juancao@gmail.com,信诚致远科技有限公司,信用卡销售,38381072797160,27762,2020-01-03 06:36:49,陕西省帆市沈河台北路L座 174622
朱娟,F,430221197602080453,13819297545,qiuxia@yahoo.com,网新恒天科技有限公司,仿真应用工程师,676379028456,67147,2019-09-08 22:52:03,云南省波市新城沈阳路W座 937211
赵琴,M,410926199501219191,15941013251,shaona@hotmail.com,盟新网络有限公司,专科医生,639024722238,64274,2020-07-19 17:16:42,青海省福州市西夏潮州路j座 653253
刘利,M,341300194303082909,15996620605,lfu@gmail.com,黄石金承科技有限公司,保险核保,348924787823097,136551,2020-07-04 10:23:30,山东省阜新县怀柔李街d座 991994
叶想,M,42020219891110482X,18799234336,na56@yahoo.com,凌云科技有限公司,项目总监,6011488927836107,192833,2019-09-23 01:05:06,福建省海门市高坪拉萨街A座 185709
赵宁,F,532930196402157263,15538965206,dongjun@gmail.com,良诺科技有限公司,电子商务专员,5144027646103944,58516,2019-12-03 16:48:30,新疆维吾尔自治区乌鲁木齐县沙湾深圳路Q座 350586
陈佳,M,130630194711108340,13925795101,pingli@hotmail.com,雨林木风计算机传媒有限公司,科研,4873302431007098492,16318,2020-02-01 21:54:59,广东省长沙县牧野成都街H座 875761
毛燕,F,320100200108102364,13057735079,qgao@gmail.com,昂歌信息网络有限公司,护士/护理人员,3588715854545263,146428,2020-04-18 08:48:01,陕西省呼和浩特市上街李路d座 487538
韩飞,F,130481195007133685,14579599355,juan64@gmail.com,毕博诚传媒有限公司,健身房服务,213126540051238,168935,2019-11-02 03:43:30,辽宁省长春市龙潭通辽路c座 855883
焦宇,M,511802198310270051,13903895226,qiangzeng@gmail.com,群英传媒有限公司,可靠度工程师,3501790554593479,115832,2020-08-02 07:20:05,新疆维吾尔自治区柳县滨城哈尔滨路g座 571744
童利,M,441581199011140412,14563181491,lei01@yahoo.com,通际名联网络有限公司,银行柜员,060414435085,156267,2019-12-14 07:26:19,黑龙江省雪县友好西宁路n座 657671
李玉梅,M,445303196807115220,13364242745,kwang@yahoo.com,飞海科技传媒有限公司,光源与照明工程,5287541766795120,53361,2019-12-29 23:28:45,江苏省呼和浩特县城东薛路R座 474557
陈旭,F,331122198112255807,18610438295,azeng@gmail.com,创联世纪传媒有限公司,打样/制版,4264823884841741,38905,2019-10-27 21:24:11,四川省澳门县金平台北路k座 593145
梁玉梅,F,13080119850921928X,14596305771,leihe@gmail.com,七喜信息有限公司,储备干部/培训生/实习生,6547556915303174,32477,2020-02-01 20:04:12,广东省哈尔滨县璧山银川街y座 794058
黄雷,F,510601193602188315,15662438276,liangyan@yahoo.com,网新恒天网络有限公司,清洁服务人员,3592212843597781,36371,2019-08-31 23:45:34,青海省澳门县白云许路F座 618440
马娟,M,231083195703219779,15284981554,yuwei@yahoo.com,九方科技有限公司,汽车机构工程师,6011058879637876,140072,2019-11-10 06:01:56,北京市海口县高明刘街L座 534471
郝琳,M,620122196201176560,15331960294,ganglin@gmail.com,鑫博腾飞科技有限公司,样衣工,4536893505608637879,75589,2019-09-22 13:56:43,天津市佛山市江北周路J座 568933
毛鑫,F,131003197008086971,15086849008,juanhan@gmail.com,中建创业网络有限公司,熟食加工,6543577142978855,63852,2019-11-29 16:58:28,重庆市平县南溪辛集路e座 172754
齐亮,M,411302196609049247,18942899902,pqiao@yahoo.com,四通网络有限公司,广告,2703776157537813,108775,2019-08-24 19:40:42,云南省贵阳县璧山齐齐哈尔街Y座 764073
李玉兰,M,150102194611022858,15750197872,luxiulan@yahoo.com,时空盒数字传媒有限公司,班车司机,6515766059488552,80912,2020-06-17 23:42:06,宁夏回族自治区洁市平山大冶街b座 794945
许洁,F,53032619381001551X,13158983526,wding@gmail.com,创联世纪传媒有限公司,厨师助理/学徒,4946738405986658,67134,2020-01-06 21:19:07,江西省桂荣县清城张街G座 122535
郑玲,M,610326195807203631,15831500522,li90@gmail.com,东方峻景网络有限公司,培训讲师,344981384104481,27159,2020-05-01 04:54:27,吉林省济南县吉区合山路Z座 439678
王桂花,F,542525194509240446,15706141409,elei@hotmail.com,诺依曼软件科技有限公司,生态治理/规划,180065163989952,186227,2020-04-22 00:42:11,江西省西安市海陵辛集街C座 566597
谢龙,M,420100195612166156,15246370235,shijie@hotmail.com,创亿科技有限公司,室内设计,3543642719422864,32918,2019-11-22 05:24:00,台湾省峰县秀英范街j座 330734
黄淑珍,M,530428193312092721,15036868451,xiuying97@yahoo.com,趋势信息有限公司,药品注册,2568271829492955,114202,2019-09-02 10:56:08,西藏自治区雪梅市清浦高路o座 509233
谷金凤,M,341182195110048913,14589233688,jun81@gmail.com,维涛网络有限公司,移动通信工程师,4291630572213,13489,2020-07-24 04:29:28,宁夏回族自治区磊市永川饶路j座 458934
陈玉,F,530126195103055975,14501282844,huanggang@hotmail.com,新宇龙信息科技有限公司,新媒体运营,4413630154469966,148500,2020-03-19 03:42:59,北京市洁市大东台北街x座 935482
和超,M,320612196508069392,15214088515,xiuying59@gmail.com,易动力传媒有限公司,销售行政及商务,4228131139095630886,192041,2020-04-09 01:28:31,山东省东莞县翔安澳门路S座 846118
郭英,F,610624197103161034,13244199459,yan96@hotmail.com,鑫博腾飞科技有限公司,调度员,3559311434879417,77423,2020-04-10 06:19:36,西藏自治区天津县新城简街n座 729792
唐玉兰,F,51113219730215219X,13445939277,yanlin@hotmail.com,趋势网络有限公司,互联网软件开发工程师,565883124952,162563,2019-12-24 23:37:38,江苏省宜都市牧野杨街b座 664210
石桂香,M,131182196308254881,13599274043,juan41@yahoo.com,天开科技有限公司,内外饰工程师,5363859261292220,144788,2020-08-08 06:20:41,安徽省杰县秀英兰州街t座 387390
张红霞,M,441826196009294832,13857156315,xiulandu@hotmail.com,银嘉信息有限公司,演员/群众演员,3543295851124002,76310,2020-03-10 09:33:57,河南省杭州市城东谢路f座 823893
彭军,F,532323197403107100,18218353240,juncai@gmail.com,南康信息有限公司,4S店经理/维修站经理,3598345847384279,154611,2020-05-20 04:01:03,河北省成都县东城哈尔滨街g座 309619
胡龙,F,370982198210196659,15729444520,fangliu@hotmail.com,万迅电脑传媒有限公司,咨询/顾问,4015801514005961821,192194,2020-06-15 13:42:05,山东省太原县南湖王路t座 176393
刘琴,F,513437195904299472,15207944267,dwan@hotmail.com,立信电子信息有限公司,综合业务经理/主管,4971498365790859,97287,2019-11-13 05:11:54,浙江省邯郸县西峰徐街o座 272851
王晶,F,610115194307286587,18671070029,chaofan@gmail.com,惠派国际公司传媒有限公司,造纸研发,376975218035938,124043,2019-10-10 18:14:43,河北省静市浔阳兴安盟街j座 981380
甘宇,F,542231199004088235,18210320490,sfan@hotmail.com,万迅电脑科技有限公司,水工,3525231610178346,62821,2020-03-13 20:50:57,台湾省洋县闵行马路L座 878869
王玉,F,440883199209263248,15606513121,weifang@hotmail.com,浙大万朋信息有限公司,人事助理,2515447886490694,5486,2020-01-24 09:48:43,江苏省梧州县南湖路街F座 210605
刘金凤,M,321081196604218125,13040275157,azheng@gmail.com,时空盒数字网络有限公司,养殖部主管,4804823635743899337,162761,2020-04-12 10:20:05,浙江省阳县龙潭宋路K座 325735
曹岩,M,623001196304279760,13440958203,bbai@gmail.com,昂歌信息信息有限公司,合同管理,3570893034870297,126056,2020-06-12 07:11:16,四川省杭州市海陵余街p座 260640
李秀芳,F,220500196007072118,15784071837,yong37@hotmail.com,济南亿次元信息有限公司,平面设计经理/主管,3538054099800429,76497,2020-06-21 19:26:52,安徽省郑州市合川张路s座 790272
江海燕,M,451224199803090191,13950810461,qmeng@yahoo.com,彩虹信息有限公司,舞蹈演员,30158292192762,118777,2020-05-18 19:05:02,澳门特别行政区磊县新城隋街u座 391261
王鑫,M,330702198712175217,18103345340,chengjuan@gmail.com,信诚致远科技有限公司,物流总监,30494726663544,7550,2019-10-15 07:09:24,广东省建国县萧山张家港路x座 464860
何建平,F,532801195103292199,13407450477,ming53@gmail.com,创亿科技有限公司,铣工,3521856518969893,143659,2020-03-28 06:37:01,天津市琳市兴山合肥路A座 283421
马玉梅,M,360981197901126948,18180408756,plin@hotmail.com,恩悌信息有限公司,生产领班/组长,4511601724570878512,120191,2020-01-29 00:14:09,四川省柳州市孝南刘路J座 605166
赵楠,F,22070219491124199X,18766545034,jungong@hotmail.com,易动力传媒有限公司,铆工,4280542994052,81131,2020-06-07 02:04:31,湖南省辛集市淄川阜新街k座 621818
张文,F,530501199306240081,13987177785,lpeng@gmail.com,创汇科技有限公司,卖场经理/店长,342090688791126,157675,2020-03-14 16:13:41,江西省军市长寿海口路x座 263516
邹燕,F,510114200107195873,14540503451,dlai@hotmail.com,良诺科技有限公司,瑜伽老师,4238042958282,51696,2019-09-21 16:19:38,吉林省兵市龙潭张街E座 735124
刘晨,F,141000200001036215,13930738646,yan66@yahoo.com,昂歌信息科技有限公司,广告创意/设计主管/专员,060468859099,189864,2019-11-19 20:40:01,台湾省梧州市翔安深圳街s座 435698
黄欣,F,450224198903117712,18510318161,zhongming@yahoo.com,时刻科技有限公司,会务/会展专员,4848972170838052473,99416,2020-03-12 11:46:25,江西省敏县海港韦街h座 298009
李冬梅,F,530501198003044898,18614647513,cduan@gmail.com,凌云网络有限公司,外科医生,3588345389753198,111363,2019-12-25 02:25:24,山西省昆明县沙湾长沙路n座 198887
杨红梅,M,533321196512137716,15025524439,yang99@yahoo.com,良诺传媒有限公司,铆工,6507200429523377,172187,2020-08-20 03:55:31,新疆维吾尔自治区旭市涪城深圳街e座 472146
李建军,F,222404199512074865,15270924457,wuchao@hotmail.com,万迅电脑科技有限公司,其他,4236938921639183821,194667,2020-03-07 07:43:26,甘肃省春梅县海陵福州路V座 491348
张明,M,532931198103318245,15211105613,kangjuan@hotmail.com,迪摩信息有限公司,产品专员,2701621202675006,167156,2019-10-29 17:45:54,新疆维吾尔自治区福州县魏都佛山路x座 420915
农秀兰,F,520626197702034804,15311314738,glu@gmail.com,昊嘉传媒有限公司,调度员,4568031022129485016,145035,2019-09-15 00:17:00,新疆维吾尔自治区沈阳市清河哈尔滨路m座 896662
田桂珍,F,341324196704119100,13082644661,taolei@gmail.com,菊风公司科技有限公司,业务分析专员/助理,213177199490425,32725,2020-03-27 06:06:10,内蒙古自治区丽华市永川天津街g座 574091
滕金凤,F,231281198703200957,13082861008,nalu@gmail.com,天益信息有限公司,西点师/面包糕点加工,213190537978019,173692,2019-10-09 13:28:23,澳门特别行政区超县翔安关岭街O座 588757
刘莹,F,330481196801152447,14593295015,chao50@hotmail.com,华泰通安信息有限公司,培训生,3572498837331634,177414,2019-12-21 04:38:38,内蒙古自治区哈尔滨县萧山大冶街k座 465008
张勇,M,361022199603123125,13859877823,xiangjie@yahoo.com,商软冠联信息有限公司,建筑安装施工员,3506795486428111,137060,2020-04-23 12:01:25,内蒙古自治区娟县蓟州兴城街H座 991895
张红,F,341700194112204493,15863742958,nahou@hotmail.com,国讯信息有限公司,广告创意总监,4357693972282423,25589,2020-06-17 16:34:45,四川省辛集市高港兴安盟街n座 907207
李燕,F,44011119610619774X,15294250950,jiefeng@hotmail.com,联软信息有限公司,注塑工程师/技师,4557251858078924,64446,2019-11-21 22:25:58,北京市东莞县朝阳王街P座 543748
柯兰英,F,622923197909155016,15941573923,lmeng@hotmail.com,双敏电子传媒有限公司,公司业务客户经理,584065359997,79378,2020-02-19 21:09:20,天津市畅县东城黄路D座 682834
卢玉珍,M,65232819350506005X,18240296924,wei18@gmail.com,联软传媒有限公司,保险精算师,6579956065675150,152456,2020-07-03 15:23:30,黑龙江省燕县华龙郭路R座 213182
梁彬,M,210703194904057734,15645760925,junyang@yahoo.com,国讯网络有限公司,其他,213132039908169,109402,2019-11-13 07:29:24,安徽省晶市清浦朱街x座 861106
钟淑兰,M,652327199405030372,13128913911,gongming@gmail.com,快讯传媒有限公司,机械工程师,375472567847288,78808,2020-05-29 16:12:08,澳门特别行政区太原县浔阳王路x座 316914
许淑英,M,140121194811013494,13235437259,mowei@yahoo.com,维涛科技有限公司,冲压工程师/技师,676290429023,48491,2020-07-14 14:03:01,台湾省瑜县长寿广州路p座 815101
贺丽华,M,450330196011288851,13458561552,xiulan66@gmail.com,数字100信息有限公司,销售助理,4248690489166738,154253,2020-07-12 19:13:42,山东省飞县南长永安路s座 509841
赖璐,M,441226198703069455,14505412391,yangcao@gmail.com,开发区世创网络有限公司,物料经理,30040141324343,166526,2020-04-19 16:57:09,江西省成都县静安孙路F座 943216
张超,M,140928199301164912,14718270302,heming@gmail.com,商软冠联网络有限公司,其他,630482407438,64869,2019-10-31 18:15:20,安徽省深圳市高坪兴城路q座 855990
汪丹丹,F,230108198405019187,18121549693,yonglu@yahoo.com,通际名联网络有限公司,客户代表,2606337232830083,89040,2020-03-11 11:28:54,宁夏回族自治区海门市萧山田街p座 878039
丁强,M,360103195301179614,13502626473,yaoping@yahoo.com,中建创业网络有限公司,智能大厦/综合布线/安防/弱电,5558449078647645,52649,2020-03-23 03:11:38,新疆维吾尔自治区重庆市翔安乌鲁木齐路t座 752585
王欢,F,542200193801112339,15399819804,liuxia@yahoo.com,维涛网络有限公司,房产项目配套工程师,3565981355757644,130981,2020-05-11 23:51:14,四川省梅市龙潭长春路G座 970719
倪秀英,F,371311197112116027,13616866722,motao@gmail.com,图龙信息信息有限公司,瓦工,2715582548023893,132581,2019-08-26 12:28:48,河南省丽县上街徐路S座 703115
陈淑兰,M,140921197705311938,15257845034,qiang94@yahoo.com,图龙信息网络有限公司,房地产销售,30398168981589,76554,2020-04-02 18:17:09,辽宁省关岭市牧野永安街I座 455433
夏伟,F,610822198407300665,13339691416,xia33@yahoo.com,浦华众城信息有限公司,切纸机操作工,3592037548985852,73260,2019-11-24 22:31:23,贵州省巢湖县魏都林路m座 239562
刘利,M,371500197306214735,13235613197,jkong@hotmail.com,华成育卓网络有限公司,场长(农/林/牧/渔业),4451141689276783314,43859,2019-09-20 22:56:00,陕西省秀英县浔阳兴城街E座 276930
岳桂荣,M,510725194202072269,15985275913,xiuyingzou@gmail.com,菊风公司传媒有限公司,嵌入式软件开发(Linux/单片机/PLC/DSP…),3513009988534389,68453,2019-11-23 21:07:12,澳门特别行政区潜江市沈北新郑州街U座 197863
范秀英,F,330800197805275346,15200604484,chaozhong@yahoo.com,兰金电子科技有限公司,科研人员,3519836245077412,196948,2020-02-11 20:41:50,上海市东市沈北新李街b座 156980
司慧,F,230225196710274638,15854484126,jiegong@gmail.com,维旺明科技有限公司,储备干部/培训生/实习生,2704896440206932,10106,2020-05-08 18:07:48,台湾省海口县清城北京路e座 754485
白荣,M,441224194004109074,18160895463,daili@yahoo.com,商软冠联网络有限公司,其他语种翻译,4754798462945618,133984,2020-05-18 10:45:40,河北省台北县大东北京街j座 833383
叶凤英,M,360424197010068321,15380842910,bli@hotmail.com,毕博诚传媒有限公司,救生员,375373069147815,9287,2020-07-28 18:23:55,云南省秀芳市吉区高路v座 447916
李秀荣,M,511123195405269774,13650394339,nzhu@yahoo.com,飞利信科技有限公司,机械工程师,3509879986961206,48366,2020-01-07 12:52:48,青海省贵阳市房山齐齐哈尔路u座 185476
王晨,F,130426196306021827,18697275971,pinglei@gmail.com,易动力传媒有限公司,其他,213186684784713,126338,2020-08-12 06:38:18,甘肃省超市海陵夏路y座 276231
李帆,M,371402198205053989,13200289590,fma@gmail.com,天开网络有限公司,其他,503883144712,91859,2020-05-28 11:08:10,江苏省兴城市友好王路M座 859497
刘伟,F,542222195806185809,18920508403,renyong@gmail.com,商软冠联传媒有限公司,生态治理/规划,4666438992952555,121083,2020-04-12 23:54:48,辽宁省桂香县和平天津街t座 492734
黄杨,M,513321194312278765,15018380114,lwang@yahoo.com,飞利信网络有限公司,电信网络工程师,5506645255092900,109241,2020-06-05 09:34:03,江西省欣县闵行海口路Z座 632695
李辉,M,511700195111080851,15615108358,ming07@hotmail.com,中建创业网络有限公司,法务主管/专员,2245918611405238,143241,2019-10-03 00:25:41,吉林省南昌县长寿巢湖街W座 996614
李俊,M,430408198906285137,13678979661,kongwei@gmail.com,时刻科技有限公司,旅游产品销售,4945188434594902,105318,2020-04-22 01:14:57,新疆维吾尔自治区娟县上街银川街t座 565494
柴倩,M,140105198612313185,14778091714,kxiao@gmail.com,双敏电子信息有限公司,业务跟单经理,30258817076266,141148,2020-07-14 04:11:30,贵州省建国市东城佛山路l座 335507
姜欢,M,620823196509263788,18800100344,ugong@gmail.com,华泰通安网络有限公司,包装设计,4818042296476,137473,2020-02-29 01:07:51,海南省丹市沈北新太原路m座 264537
吴玉梅,M,440608200206062672,18198394175,kcao@yahoo.com,图龙信息科技有限公司,铣工,675974232018,99545,2019-12-01 12:53:01,福建省南京县安次曹路I座 926470
何淑华,M,429004196010257491,15326984822,chao35@yahoo.com,华泰通安传媒有限公司,电工,38113512977726,11617,2020-03-26 14:11:36,上海市宁德市崇文宁德路N座 218095
莫娟,F,140424193308175059,15017389810,nfan@gmail.com,兰金电子网络有限公司,酒店/宾馆销售,5154542113606572,167968,2019-10-13 13:41:30,安徽省上海市黄浦兴安盟路e座 655521
彭明,F,431322196201249439,13001081893,yuyang@hotmail.com,飞利信传媒有限公司,切割技工,4630341240253292,14355,2020-08-04 20:51:40,湖南省重庆市海陵哈尔滨路W座 234039
尹秀兰,F,430102199201294252,18089857389,ihao@gmail.com,新格林耐特信息有限公司,项目总监,4294822021942015485,96189,2020-05-27 20:27:43,甘肃省慧县海陵长沙街m座 264403
张亮,F,630202194607155711,14711585825,leiduan@hotmail.com,彩虹网络有限公司,卖场经理/店长,3583522381533522,100506,2019-11-05 13:55:11,内蒙古自治区齐齐哈尔县上街嘉禾街O座 890496
程婷婷,M,361121199911014296,15724884785,zhouchao@yahoo.com,数字100传媒有限公司,健身顾问/教练,4068956619357156631,68217,2020-01-06 10:38:24,香港特别行政区太原县高港左街a座 859489
张艳,F,431229194601134243,13163736974,junliao@yahoo.com,戴硕电子传媒有限公司,工程/机械绘图员,371388750897746,155924,2019-12-19 23:23:49,台湾省重庆县龙潭李路a座 130687
胡林,F,110200199205070991,13271754109,yfu@yahoo.com,群英科技有限公司,招投标管理,4665622637063784,102111,2020-02-25 07:44:34,陕西省宜都市魏都周路c座 955828
陈波,F,22010419380121630X,15360961280,ggu@yahoo.com,昊嘉传媒有限公司,杂工,4309793432536,80556,2019-12-14 12:52:10,台湾省济南市西峰香港路Q座 667466
陈云,M,451029196011130762,13340203786,tlu@hotmail.com,银嘉传媒有限公司,DJ,5565333229843579,189260,2019-10-26 23:25:26,台湾省峰市房山关岭街o座 941777
吴萍,F,652702196706145350,14591880246,gongfang@gmail.com,网新恒天网络有限公司,科研人员,3571892456995433,186131,2020-06-24 08:02:00,重庆市辛集县普陀汕尾路O座 779021
谢晨,F,513223198608298584,18597035970,xiuyingqin@gmail.com,南康传媒有限公司,实习生,4370591136362818825,180170,2020-05-07 08:43:57,重庆市莉县孝南太原街U座 811651
陈俊,M,340621199308095733,15500741502,yong01@gmail.com,兰金电子信息有限公司,大客户销售,5372970295626512,72007,2019-09-20 09:55:31,河北省鹏县清城乌鲁木齐路B座 405221
陈秀云,F,150727198108225402,14579625356,ihao@yahoo.com,鸿睿思博信息有限公司,镗工,502074129144,103528,2020-05-05 14:29:47,北京市文县梁平黄路r座 449549
吴冬梅,F,620502199003063100,15345419427,rcai@gmail.com,时刻网络有限公司,其他,3568456829799743,66186,2020-08-08 23:40:07,山东省娜市长寿宁德路F座 885711
赵彬,F,610100197508165000,13616428133,dingyang@gmail.com,凌云传媒有限公司,需求工程师,3583237458786495,4934,2020-06-08 13:31:24,云南省亮县沈河海口街X座 713263
徐伟,F,431103195608261830,15144969160,mingfeng@gmail.com,济南亿次元信息有限公司,工程监理,3544662899309342,12044,2019-10-02 01:49:03,福建省彬县金平佘路z座 480869
林博,F,330127199905127763,15148615987,chao73@hotmail.com,群英科技有限公司,经理助理/秘书,6545430891610014,185217,2019-09-13 02:09:32,安徽省瑞市东城芦路O座 999005
徐俊,F,620600194606185692,13158554942,ming88@gmail.com,晖来计算机信息有限公司,熟食加工,3581510073826470,43000,2020-04-13 08:23:11,四川省英县清浦上海街c座 874032
孔峰,F,54213320000629617X,15674617351,xiuying36@hotmail.com,佳禾科技有限公司,生产计划/物料管理(PMC),376069613828012,104581,2019-11-27 12:11:54,海南省杭州市东丽沈阳路b座 301956
吴勇,M,640424193508086446,18091467646,uzheng@yahoo.com,雨林木风计算机网络有限公司,管家部经理/主管,676120280968,101432,2020-07-28 19:46:27,海南省广州县滨城嘉禾路n座 696924
董岩,F,62292119750725633X,18582912013,azhao@yahoo.com,凌云网络有限公司,配置管理工程师,3510412799371533,153852,2019-09-10 01:01:49,香港特别行政区磊市安次叶路b座 611996
毕佳,F,34040320010429744X,15656304372,li87@gmail.com,太极传媒有限公司,车辆质量工程师,4145832425002,139023,2020-05-27 02:27:59,重庆市洋市沙湾惠州街J座 385491
王霞,M,532503199405144014,13929662286,minshen@yahoo.com,九方传媒有限公司,财务主管/总账主管,30423371913490,138773,2020-03-29 21:16:00,青海省彬县高明王街Y座 978664
胡淑英,M,140927200012064316,15715681269,jiaxiuying@hotmail.com,群英信息有限公司,销售助理,347000322240716,165189,2020-05-18 10:17:13,河北省金凤县龙潭黄街x座 793594
廖鑫,F,210101197804044619,18567534567,liujie@gmail.com,四通科技有限公司,影视/媒体,4102627490399838,178100,2020-01-07 13:11:24,河北省秀珍市友好崔路R座 256436
周华,F,610323195912180495,15549414166,wtang@yahoo.com,华成育卓传媒有限公司,软件测试,38433979200572,42798,2019-12-26 14:30:18,陕西省济南市合川石家庄路h座 987586
缪洁,F,42058119310828148X,13974952115,jingyao@yahoo.com,趋势传媒有限公司,网店/淘宝店长,6552081703489228,173274,2020-03-07 04:41:20,山东省阜新县魏都潮州路D座 478799
张峰,M,653130196601165519,13554817244,jiesun@yahoo.com,同兴万点科技有限公司,院校教务管理人员,349396540202555,33945,2019-08-29 10:21:30,澳门特别行政区沈阳县门头沟万街z座 752008
李建,M,370983193211227713,13883851835,xujun@gmail.com,雨林木风计算机传媒有限公司,铆工,4467915314700821,174195,2019-09-28 06:09:43,西藏自治区东市长寿鲁街O座 673222
李佳,F,211201194812234781,18982522895,guogang@yahoo.com,七喜科技有限公司,汽车检验/检测,5142433518767943,50005,2020-02-18 14:55:26,天津市长沙市永川刘路v座 178133
管超,M,430529198604174498,13335011744,vzhou@hotmail.com,天开传媒有限公司,进出口/信用证结算,4920055513331565359,96687,2019-09-17 23:33:17,江西省浩市翔安宜都街b座 543891
施雪,M,340311196603116231,15313696623,zzou@yahoo.com,雨林木风计算机科技有限公司,系统架构设计师,4983223699396207,188851,2019-10-26 06:59:57,重庆市秀芳市花溪郑州路s座 449844
陈秀云,M,130121199304098981,15821871896,weigu@hotmail.com,国讯网络有限公司,护理主任/护士长,376414884476408,84958,2019-12-26 17:24:28,河北省春梅市璧山乔街h座 711240
魏兵,M,430321193010317856,15029329309,xia72@yahoo.com,华成育卓网络有限公司,发型师,6545747617490888,5555,2019-10-02 07:32:26,澳门特别行政区东县友好哈尔滨路D座 104327
李春梅,F,520621199107271976,15686988710,min79@yahoo.com,惠派国际公司信息有限公司,市场助理,4736860648743870,42879,2020-04-05 23:11:52,湖南省长沙市东城孟路m座 295402
米佳,F,230223195009089939,18652719761,leiluo@hotmail.com,凌颖信息科技有限公司,知识产权/专利/商标,30547729441885,169559,2020-03-30 10:58:59,上海市巢湖县南溪陈路Q座 738485
何雷,F,330109198810312424,15975144918,rhou@yahoo.com,立信电子传媒有限公司,生产文员,3573010290170398,113908,2020-06-24 15:04:54,北京市秀英县龙潭李街y座 473495
吴丹,F,652100194405144915,14580089140,ppeng@hotmail.com,巨奥传媒有限公司,电力工程师/技术员,4194729671104,167799,2019-12-24 16:41:20,福建省丽华市南长拉萨街H座 282036
孔伟,F,371722194412118494,18227762054,taocui@gmail.com,飞利信传媒有限公司,环保工程师,345267085553799,35549,2020-01-18 03:57:54,云南省丽华县普陀罗街S座 808922
谭亮,M,610726194808211665,13181814804,ubai@hotmail.com,良诺传媒有限公司,西点师/面包糕点加工,4943995257403768799,36322,2019-10-09 11:28:50,贵州省关岭市大东李街m座 687127
夏桂芝,M,230901193602161234,18656456905,wanguiying@gmail.com,创汇网络有限公司,国内贸易人员,5597414266114520,95291,2020-02-17 12:15:26,上海市萍市海港关岭街O座 477037
卢丹丹,F,330421194508141663,15324714344,fang31@yahoo.com,快讯信息有限公司,可靠度工程师,4010290449243,50988,2019-11-04 11:33:10,天津市辉县孝南济南街O座 644504
柴超,F,440781198502289751,13163618491,wanli@yahoo.com,四通科技有限公司,网络推广总监,6500728967993377,31433,2020-04-01 21:53:28,江苏省丹市永川太原街f座 253698
吴琴,M,532928194903274774,15998497748,maoxiuying@yahoo.com,创联世纪信息有限公司,宴会管理,3522702808194462,6269,2020-05-14 03:47:54,河北省兰州县沈河房街T座 881912
刘秀珍,F,310113197910313738,15873677203,jie44@yahoo.com,立信电子科技有限公司,货运司机,213149243150040,191607,2019-11-19 14:42:06,安徽省瑞市海陵李路K座 472006
